X.OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
denovo8326,k__Fungi,,,,,,
denovo8327,k__Fungi,,,,,,
denovo8328,k__Fungi,,,,,,
denovo8329,k__Fungi,,,,,,
denovo8330,k__Fungi,,,,,,
denovo8331,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo8332,k__Fungi,,,,,,
denovo8333,k__Fungi,,,,,,
denovo8334,k__Fungi,,,,,,
denovo8335,k__Fungi,,,,,,
denovo8336,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8337,k__Fungi,,,,,,
denovo8338,k__Fungi,,,,,,
denovo8339,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8340,k__Fungi,,,,,,
denovo8341,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Clavicipitaceae, g__Metarhizium, s__Metarhizium pinghaense
denovo8342,k__Fungi,,,,,,
denovo8343,k__Fungi,,,,,,
denovo8344,k__Fungi,,,,,,
denovo8345,k__Fungi,,,,,,
denovo8346,k__Fungi,,,,,,
denovo8347,k__Fungi,,,,,,
denovo8348,k__Fungi,,,,,,
denovo8349,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo8350,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8351,k__Fungi,,,,,,
denovo8352,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8353,k__Fungi,,,,,,
denovo8354,k__Fungi, p__Basidiomycota,,,,,
denovo8355,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Tuberaceae, g__Tuber, s__Tuber separans
denovo8356,k__Fungi,,,,,,
denovo8357,k__Fungi,,,,,,
denovo8358,k__Fungi,,,,,,
denovo8359,k__Fungi,,,,,,
denovo8360,k__Fungi,,,,,,
denovo8361,k__Fungi,,,,,,
denovo8362,k__Fungi,,,,,,
denovo8363,k__Fungi,,,,,,
denovo8364,k__Fungi,,,,,,
denovo8365,k__Fungi,,,,,,
denovo8366,k__Fungi,,,,,,
denovo8367,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8368,k__Fungi,,,,,,
denovo8369,k__Fungi,,,,,,
denovo8370,k__Fungi,,,,,,
denovo8371,k__Fungi,,,,,,
denovo8372,k__Fungi,,,,,,
denovo8373,k__Fungi,,,,,,
denovo8374,k__Fungi, p__Ascomycota,,,,,
denovo8375,k__Fungi,,,,,,
denovo8376,k__Fungi,,,,,,
denovo8377,k__Fungi,,,,,,
denovo8378,k__Fungi,,,,,,
denovo8379,k__Fungi,,,,,,
denovo8380,k__Fungi,,,,,,
denovo8381,k__Fungi,,,,,,
denovo8382,k__Fungi,,,,,,
denovo8383,k__Fungi,,,,,,
denovo8384,k__Fungi,,,,,,
denovo8385,k__Fungi,,,,,,
denovo8386,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae,,
denovo8387,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo8388,k__Fungi,,,,,,
denovo8389,k__Fungi,,,,,,
denovo8390,k__Fungi,,,,,,
denovo8391,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella, s__Mortierella horticola
denovo8392,k__Fungi,,,,,,
denovo8393,k__Fungi,,,,,,
denovo8394,k__Fungi,,,,,,
denovo8395,k__Fungi,,,,,,
denovo8396,k__Fungi,,,,,,
denovo8397,k__Fungi,,,,,,
denovo8398,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula,
denovo8399,k__Fungi,,,,,,
denovo8400,k__Fungi,,,,,,
denovo8401,k__Fungi,,,,,,
denovo8402,k__Fungi,,,,,,
denovo8403,k__Fungi,,,,,,
denovo8404,k__Fungi,,,,,,
denovo8405,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo8406,k__Fungi,,,,,,
denovo8407,k__Fungi,,,,,,
denovo8408,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8409,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8410,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8411,k__Fungi,,,,,,
denovo8412,k__Fungi,,,,,,
denovo8413,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__Glomus, s__Glomus sp 1 SUN_2011
denovo8414,k__Fungi,,,,,,
denovo8415,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8416,k__Fungi, p__Chytridiomycota, c__Chytridiomycetes, o__Rhizophlyctidales, f__Rhizophlyctidaceae, g__Rhizophlyctis, s__Rhizophlyctis rosea
denovo8417,k__Fungi,,,,,,
denovo8418,k__Fungi,,,,,,
denovo8419,k__Fungi,,,,,,
denovo8420,k__Fungi,,,,,,
denovo8421,k__Fungi,,,,,,
denovo8422,k__Fungi,,,,,,
denovo8423,k__Fungi,,,,,,
denovo8424,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo8425,k__Fungi,,,,,,
denovo8426,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8427,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8428,k__Fungi,,,,,,
denovo8429,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo8430,k__Fungi,,,,,,
denovo8431,k__Fungi,,,,,,
denovo8432,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8433,k__Fungi,,,,,,
denovo8434,k__Fungi,,,,,,
denovo8435,k__Fungi,,,,,,
denovo8436,k__Fungi, p__Ascomycota,,,,,
denovo8437,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo8438,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius,
denovo8439,k__Fungi,,,,,,
denovo8440,k__Fungi,,,,,,
denovo8441,k__Fungi,,,,,,
denovo8442,k__Fungi,,,,,,
denovo8443,k__Fungi,,,,,,
denovo8444,k__Fungi,,,,,,
denovo8445,k__Fungi,,,,,,
denovo8446,k__Fungi,,,,,,
denovo8447,k__Fungi,,,,,,
denovo8448,k__Fungi,,,,,,
denovo8449,k__Fungi, p__Ascomycota,,,,,
denovo8450,k__Fungi,,,,,,
denovo8451,k__Fungi,,,,,,
denovo8452,k__Fungi, p__Ascomycota,,,,,
denovo8453,k__Fungi,,,,,,
denovo8454,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__Septoglomus,
denovo8455,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Filobasidiales, f__Filobasidiaceae, g__Cryptococcus, s__Cryptococcus terricola
denovo8456,k__Fungi,,,,,,
denovo8457,k__Fungi,,,,,,
denovo8458,k__Fungi,,,,,,
denovo8459,k__Fungi,,,,,,
denovo8460,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Chaetosphaeriales, f__Chaetosphaeriaceae, g__Chaetosphaeria, s__Chaetosphaeria sp
denovo8461,k__Fungi,,,,,,
denovo8462,k__Fungi,,,,,,
denovo8463,k__Fungi,,,,,,
denovo8464,k__Fungi,,,,,,
denovo8465,k__Fungi,,,,,,
denovo8466,k__Fungi,,,,,,
denovo8467,k__Fungi,,,,,,
denovo8468,k__Fungi,,,,,,
denovo8469,k__Fungi,,,,,,
denovo8470,k__Fungi,,,,,,
denovo8471,k__Fungi,,,,,,
denovo8472,k__Fungi,,,,,,
denovo8473,k__Fungi,,,,,,
denovo8474,k__Fungi,,,,,,
denovo8475,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo8476,k__Fungi,,,,,,
denovo8477,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8478,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8479,k__Fungi,,,,,,
denovo8480,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8481,k__Fungi,,,,,,
denovo8482,k__Fungi,,,,,,
denovo8483,k__Fungi,,,,,,
denovo8484,k__Fungi, p__Ascomycota,,,,,
denovo8485,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__Pseudotomentella, s__Pseudotomentella sp
denovo8486,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae,,
denovo8487,k__Fungi,,,,,,
denovo8488,k__Fungi,,,,,,
denovo8489,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales,,,
denovo8490,k__Fungi,,,,,,
denovo8491,k__Fungi,,,,,,
denovo8492,k__Fungi,,,,,,
denovo8493,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Tricholomataceae, g__Collybia,
denovo8494,k__Fungi,,,,,,
denovo8495,k__Fungi,,,,,,
denovo8496,k__Fungi,,,,,,
denovo8497,k__Fungi,,,,,,
denovo8498,k__Fungi,,,,,,
denovo8499,k__Fungi,,,,,,
denovo8500,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo8501,k__Fungi, p__Ascomycota,,,,,
denovo8502,k__Fungi,,,,,,
denovo8503,k__Fungi,,,,,,
denovo8504,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Phallales, f__Phallaceae, g__Phallus, s__Phallus rugulosus
denovo8505,k__Fungi,,,,,,
denovo8506,k__Fungi,,,,,,
denovo8507,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Pezizaceae, g__Pachyphloeus, s__Pachyphloeus sp
denovo8508,k__Fungi,,,,,,
denovo8509,k__Fungi,,,,,,
denovo8510,k__Fungi,,,,,,
denovo8511,k__Fungi,,,,,,
denovo8512,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8513,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Lyophyllaceae, g__Tephrocybe, s__Tephrocybe tylicolor
denovo8514,k__Fungi,,,,,,
denovo8515,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Kickxellales, f__Kickxellaceae, g__Ramicandelaber,
denovo8516,k__Fungi,,,,,,
denovo8517,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8518,k__Fungi,,,,,,
denovo8519,k__Fungi,,,,,,
denovo8520,k__Fungi,,,,,,
denovo8521,k__Fungi,,,,,,
denovo8522,k__Fungi,,,,,,
denovo8523,k__Fungi,,,,,,
denovo8524,k__Fungi,,,,,,
denovo8525,k__Fungi,,,,,,
denovo8526,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo8527,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae,,
denovo8528,k__Fungi,,,,,,
denovo8529,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius, s__Cortinarius alpinus
denovo8530,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8531,k__Fungi,,,,,,
denovo8532,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo8533,k__Fungi,,,,,,
denovo8534,k__Fungi,,,,,,
denovo8535,k__Fungi,,,,,,
denovo8536,k__Fungi,,,,,,
denovo8537,k__Fungi,,,,,,
denovo8538,k__Fungi,,,,,,
denovo8539,k__Fungi,,,,,,
denovo8540,k__Fungi,,,,,,
denovo8541,k__Fungi,,,,,,
denovo8542,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae,,
denovo8543,k__Fungi,,,,,,
denovo8544,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Hypholoma, s__Hypholoma capnoides
denovo8545,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8546,k__Fungi,,,,,,
denovo8547,k__Fungi,,,,,,
denovo8548,k__Fungi,,,,,,
denovo8549,k__Fungi, p__Basidiomycota,,,,,
denovo8550,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8551,k__Fungi,,,,,,
denovo8552,k__Fungi,,,,,,
denovo8553,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales,,,
denovo8554,k__Fungi,,,,,,
denovo8555,k__Fungi,,,,,,
denovo8556,k__Fungi,,,,,,
denovo8557,k__Fungi,,,,,,
denovo8558,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo8559,k__Fungi,,,,,,
denovo8560,k__Fungi,,,,,,
denovo8561,k__Fungi,,,,,,
denovo8562,k__Fungi,,,,,,
denovo8563,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8564,k__Fungi,,,,,,
denovo8565,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8566,k__Fungi,,,,,,
denovo8567,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Phallales, f__Phallaceae, g__Phallus, s__Phallus rugulosus
denovo8568,k__Fungi,,,,,,
denovo8569,k__Fungi,,,,,,
denovo8570,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8571,k__Fungi,,,,,,
denovo8572,k__Fungi,,,,,,
denovo8573,k__Fungi,,,,,,
denovo8574,k__Fungi,,,,,,
denovo8575,k__Fungi,,,,,,
denovo8576,k__Fungi,,,,,,
denovo8577,k__Fungi,,,,,,
denovo8578,k__Fungi,,,,,,
denovo8579,k__Fungi,,,,,,
denovo8580,k__Fungi,,,,,,
denovo8581,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8582,k__Fungi,,,,,,
denovo8583,k__Fungi,,,,,,
denovo8584,k__Fungi,,,,,,
denovo8585,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius, s__Cortinarius aurantiobasis
denovo8586,k__Fungi,,,,,,
denovo8587,k__Fungi,,,,,,
denovo8588,k__Fungi,,,,,,
denovo8589,k__Fungi,,,,,,
denovo8590,k__Fungi,,,,,,
denovo8591,k__Fungi,,,,,,
denovo8592,k__Fungi,,,,,,
denovo8593,k__Fungi,,,,,,
denovo8594,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo8595,k__Fungi,,,,,,
denovo8596,k__Fungi,,,,,,
denovo8597,k__Fungi,,,,,,
denovo8598,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8599,k__Fungi,,,,,,
denovo8600,k__Fungi,,,,,,
denovo8601,k__Fungi,,,,,,
denovo8602,k__Fungi,,,,,,
denovo8603,k__Fungi,,,,,,
denovo8604,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8605,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8606,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Suillaceae, g__Suillus, s__Suillus cavipes
denovo8607,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8608,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8609,k__Fungi,,,,,,
denovo8610,k__Fungi,,,,,,
denovo8611,k__Fungi,,,,,,
denovo8612,k__Fungi,,,,,,
denovo8613,k__Fungi,,,,,,
denovo8614,k__Fungi,,,,,,
denovo8615,k__Fungi,,,,,,
denovo8616,k__Fungi,,,,,,
denovo8617,k__Fungi,,,,,,
denovo8618,k__Fungi,,,,,,
denovo8619,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo8620,k__Fungi,,,,,,
denovo8621,k__Fungi,,,,,,
denovo8622,k__Fungi,,,,,,
denovo8623,k__Fungi,,,,,,
denovo8624,k__Fungi,,,,,,
denovo8625,k__Fungi,,,,,,
denovo8626,k__Fungi,,,,,,
denovo8627,k__Fungi,,,,,,
denovo8628,k__Fungi,,,,,,
denovo8629,k__Fungi,,,,,,
denovo8630,k__Fungi,,,,,,
denovo8631,k__Fungi,,,,,,
denovo8632,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Pholiota,
denovo8633,k__Fungi,,,,,,
denovo8634,k__Fungi,,,,,,
denovo8635,k__Fungi,,,,,,
denovo8636,k__Fungi,,,,,,
denovo8637,k__Fungi,,,,,,
denovo8638,k__Fungi,,,,,,
denovo8639,k__Fungi,,,,,,
denovo8640,k__Fungi,,,,,,
denovo8641,k__Fungi,,,,,,
denovo8642,k__Fungi,,,,,,
denovo8643,k__Fungi,,,,,,
denovo8644,k__Fungi,,,,,,
denovo8645,k__Fungi, p__Ascomycota, c__Sordariomycetes,,,,
denovo8646,k__Fungi,,,,,,
denovo8647,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae,,
denovo8648,k__Fungi, p__Ascomycota,,,,,
denovo8649,k__Fungi,,,,,,
denovo8650,k__Fungi,,,,,,
denovo8651,k__Fungi,,,,,,
denovo8652,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8653,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8654,k__Fungi,,,,,,
denovo8655,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8656,k__Fungi,,,,,,
denovo8657,k__Fungi,,,,,,
denovo8658,k__Fungi,,,,,,
denovo8659,k__Fungi,,,,,,
denovo8660,k__Fungi,,,,,,
denovo8661,k__Fungi,,,,,,
denovo8662,k__Fungi,,,,,,
denovo8663,k__Fungi,,,,,,
denovo8664,k__Fungi,,,,,,
denovo8665,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8666,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales,,,
denovo8667,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo8668,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8669,k__Fungi,,,,,,
denovo8670,k__Fungi,,,,,,
denovo8671,k__Fungi,,,,,,
denovo8672,k__Fungi,,,,,,
denovo8673,k__Fungi,,,,,,
denovo8674,k__Fungi,,,,,,
denovo8675,k__Fungi,,,,,,
denovo8676,k__Fungi,,,,,,
denovo8677,k__Fungi,,,,,,
denovo8678,k__Fungi,,,,,,
denovo8679,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Trichopeziza, s__Trichopeziza mollissima
denovo8680,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8681,k__Fungi,,,,,,
denovo8682,k__Fungi,,,,,,
denovo8683,k__Fungi,,,,,,
denovo8684,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8685,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Leptosphaeriaceae, g__Leptosphaeria,
denovo8686,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo8687,k__Fungi,,,,,,
denovo8688,k__Fungi,,,,,,
denovo8689,k__Fungi,,,,,,
denovo8690,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8691,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Phialosimplex, s__Phialosimplex caninus
denovo8692,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__Pseudotomentella,
denovo8693,k__Fungi,,,,,,
denovo8694,k__Fungi,,,,,,
denovo8695,k__Fungi,,,,,,
denovo8696,k__Fungi,,,,,,
denovo8697,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Incertae sedis, f__Plectosphaerellaceae, g__Lectera, s__Lectera longa
denovo8698,k__Fungi,,,,,,
denovo8699,k__Fungi,,,,,,
denovo8700,k__Fungi,,,,,,
denovo8701,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Pluteaceae, g__Pluteus,
denovo8702,k__Fungi,,,,,,
denovo8703,k__Fungi,,,,,,
denovo8704,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8705,k__Fungi,,,,,,
denovo8706,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8707,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Hymenochaetaceae, g__Coltricia, s__Coltricia cinnamomea
denovo8708,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius rufus
denovo8709,k__Fungi,,,,,,
denovo8710,k__Fungi,,,,,,
denovo8711,k__Fungi,,,,,,
denovo8712,k__Fungi,,,,,,
denovo8713,k__Fungi,,,,,,
denovo8714,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8715,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8716,k__Fungi,,,,,,
denovo8717,k__Fungi, p__Basidiomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified, s__Basidiomycota sp
denovo8718,k__Fungi,,,,,,
denovo8719,k__Fungi,,,,,,
denovo8720,k__Fungi,,,,,,
denovo8721,k__Fungi,,,,,,
denovo8722,k__Fungi,,,,,,
denovo8723,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo8724,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8725,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Davidiellaceae, g__Cladosporium, s__Cladosporium sp 4 MU_2012
denovo8726,k__Fungi,,,,,,
denovo8727,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis,,
denovo8728,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8729,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Bolbitiaceae, g__Conocybe, s__Conocybe apala
denovo8730,k__Fungi, p__Ascomycota,,,,,
denovo8731,k__Fungi,,,,,,
denovo8732,k__Fungi,,,,,,
denovo8733,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8734,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8735,k__Fungi,,,,,,
denovo8736,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Endogonales, f__Endogonaceae, g__Endogone, s__Endogone pisiformis
denovo8737,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8738,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8739,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae,,
denovo8740,k__Fungi,,,,,,
denovo8741,k__Fungi,,,,,,
denovo8742,k__Fungi,,,,,,
denovo8743,k__Fungi,,,,,,
denovo8744,k__Fungi,,,,,,
denovo8745,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Mycenaceae, g__Mycena,
denovo8746,k__Fungi,,,,,,
denovo8747,k__Fungi,,,,,,
denovo8748,k__Fungi,,,,,,
denovo8749,k__Fungi,,,,,,
denovo8750,k__Fungi,,,,,,
denovo8751,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8752,k__Fungi,,,,,,
denovo8753,k__Fungi,,,,,,
denovo8754,k__Fungi,,,,,,
denovo8755,k__Fungi,,,,,,
denovo8756,k__Fungi,,,,,,
denovo8757,k__Fungi,,,,,,
denovo8758,k__Fungi,,,,,,
denovo8759,k__Fungi,,,,,,
denovo8760,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8761,k__Fungi,,,,,,
denovo8762,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Rhizopogonaceae, g__Rhizopogon, s__Rhizopogon fuscorubens
denovo8763,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo8764,k__Fungi,,,,,,
denovo8765,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8766,k__Fungi,,,,,,
denovo8767,k__Fungi,,,,,,
denovo8768,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Tricholomataceae, g__Tricholoma, s__Tricholoma bufonium
denovo8769,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales,,,
