X.OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
denovo426,k__Fungi,,,,,,
denovo427,k__Fungi,,,,,,
denovo428,k__Fungi,,,,,,
denovo429,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo430,k__Fungi,,,,,,
denovo431,k__Fungi,,,,,,
denovo432,k__Fungi, p__Ascomycota,,,,,
denovo433,k__Fungi,,,,,,
denovo434,k__Fungi,,,,,,
denovo435,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae, g__Laccaria,
denovo436,k__Fungi,,,,,,
denovo437,k__Fungi,,,,,,
denovo438,k__Fungi,,,,,,
denovo439,k__Fungi,,,,,,
denovo440,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo441,k__Fungi,,,,,,
denovo442,k__Fungi,,,,,,
denovo443,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo444,k__Fungi,,,,,,
denovo445,k__Fungi,,,,,,
denovo446,k__Fungi,,,,,,
denovo447,k__Fungi,,,,,,
denovo448,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo449,k__Fungi,,,,,,
denovo450,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__Glomus, s__Glomus custos
denovo451,k__Fungi,,,,,,
denovo452,k__Fungi,,,,,,
denovo453,k__Fungi,,,,,,
denovo454,k__Fungi,,,,,,
denovo455,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo456,k__Fungi, p__Basidiomycota, c__Pucciniomycetes, o__Pucciniales,,,
denovo457,k__Fungi,,,,,,
denovo458,k__Fungi,,,,,,
denovo459,k__Fungi,,,,,,
denovo460,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Incertae sedis, f__Plectosphaerellaceae, g__Lectera, s__Lectera longa
denovo461,k__Fungi,,,,,,
denovo462,k__Fungi,,,,,,
denovo463,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinellus, s__Coprinellus micaceus
denovo464,k__Fungi,,,,,,
denovo465,k__Fungi,,,,,,
denovo466,k__Fungi,,,,,,
denovo467,k__Fungi,,,,,,
denovo468,k__Fungi,,,,,,
denovo469,k__Fungi,,,,,,
denovo470,k__Fungi,,,,,,
denovo471,k__Fungi,,,,,,
denovo472,k__Fungi,,,,,,
denovo473,k__Fungi,,,,,,
denovo474,k__Fungi,,,,,,
denovo475,k__Fungi,,,,,,
denovo476,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Chaetosphaeriales, f__Chaetosphaeriaceae, g__Chloridium,
denovo477,k__Fungi,,,,,,
denovo478,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__unidentified, s__Strophariaceae sp
denovo479,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo480,k__Fungi,,,,,,
denovo481,k__Fungi,,,,,,
denovo482,k__Fungi, p__Basidiomycota, c__Ustilaginomycetes, o__Ustilaginales, f__Ustilaginaceae, g__Ustilago, s__Ustilago maydis
denovo483,k__Fungi,,,,,,
denovo484,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus, s__Paxillus involutus
denovo485,k__Fungi, p__Ascomycota,,,,,
denovo486,k__Fungi,,,,,,
denovo487,k__Fungi,,,,,,
denovo488,k__Fungi,,,,,,
denovo489,k__Fungi,,,,,,
denovo490,k__Fungi,,,,,,
denovo491,k__Fungi,,,,,,
denovo492,k__Fungi,,,,,,
denovo493,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius,
denovo494,k__Fungi,,,,,,
denovo495,k__Fungi,,,,,,
denovo496,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo497,k__Fungi,,,,,,
denovo498,k__Fungi,,,,,,
denovo499,k__Fungi,,,,,,
denovo500,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Hebeloma,
denovo501,k__Fungi,,,,,,
denovo502,k__Fungi,,,,,,
denovo503,k__Fungi,,,,,,
denovo504,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis, g__Cryptococcus, s__Cryptococcus podzolicus
denovo505,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo506,k__Fungi,,,,,,
denovo507,k__Fungi,,,,,,
denovo508,k__Fungi,,,,,,
denovo509,k__Fungi,,,,,,
denovo510,k__Fungi,,,,,,
denovo511,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Phallales, f__Phallaceae, g__Phallus, s__Phallus rugulosus
denovo512,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Trichomonascaceae, g__Sugiyamaella, s__Sugiyamaella paludigena
denovo513,k__Fungi,,,,,,
denovo514,k__Fungi,,,,,,
denovo515,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius, s__Cortinarius lustrabilis
denovo516,k__Fungi,,,,,,
denovo517,k__Fungi, p__Ascomycota,,,,,
denovo518,k__Fungi,,,,,,
denovo519,k__Fungi,,,,,,
denovo520,k__Fungi,,,,,,
denovo521,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Claroideoglomeraceae,,
denovo522,k__Fungi, p__Chytridiomycota, c__Chytridiomycetes, o__Spizellomycetales, f__Spizellomycetaceae,,
denovo523,k__Fungi,,,,,,
denovo524,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo525,k__Fungi,,,,,,
denovo526,k__Fungi,,,,,,
denovo527,k__Fungi,,,,,,
denovo528,k__Fungi,,,,,,
denovo529,k__Fungi,,,,,,
denovo530,k__Fungi,,,,,,
denovo531,k__Fungi,,,,,,
denovo532,k__Fungi,,,,,,
denovo533,k__Fungi,,,,,,
denovo534,k__Fungi,,,,,,
denovo535,k__Fungi,,,,,,
denovo536,k__Fungi,,,,,,
denovo537,k__Fungi,,,,,,
denovo538,k__Fungi,,,,,,
denovo539,k__Fungi,,,,,,
denovo540,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Leptosphaeriaceae, g__Coniothyrium, s__Coniothyrium sp JK27
denovo541,k__Fungi,,,,,,
denovo542,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Parasola,
denovo543,k__Fungi,,,,,,
denovo544,k__Fungi,,,,,,
denovo545,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo546,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Xylariales, f__Xylariaceae,,
denovo547,k__Fungi,,,,,,
denovo548,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis,,
denovo549,k__Fungi,,,,,,
denovo550,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo551,k__Fungi,,,,,,
denovo552,k__Fungi,,,,,,
denovo553,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo554,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales,,,
denovo555,k__Fungi,,,,,,
denovo556,k__Fungi,,,,,,
denovo557,k__Fungi,,,,,,
denovo558,k__Fungi,,,,,,
denovo559,k__Fungi,,,,,,
denovo560,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo561,k__Fungi,,,,,,
denovo562,k__Fungi,,,,,,
denovo563,k__Fungi,,,,,,
denovo564,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Atheliales, f__Atheliaceae, g__Athelia, s__Athelia bombacina
denovo565,k__Fungi,,,,,,
denovo566,k__Fungi,,,,,,
denovo567,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus, s__Paxillus involutus
denovo568,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius, s__Cortinarius aurantiobasis
denovo569,k__Fungi,,,,,,
denovo570,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo571,k__Fungi,,,,,,
denovo572,k__Fungi,,,,,,
denovo573,k__Fungi,,,,,,
denovo574,k__Fungi,,,,,,
denovo575,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Incertae sedis, g__Acremonium, s__Acremonium sp LB_2012
denovo576,k__Fungi,,,,,,
denovo577,k__Fungi,,,,,,
denovo578,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Lasiosphaeriaceae, g__Zopfiella, s__Zopfiella sp
denovo579,k__Fungi,,,,,,
denovo580,k__Fungi,,,,,,
denovo581,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo582,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Kickxellales, f__Kickxellaceae, g__Ramicandelaber, s__Ramicandelaber sp
denovo583,k__Fungi,,,,,,
denovo584,k__Fungi,,,,,,
denovo585,k__Fungi,,,,,,
denovo586,k__Fungi,,,,,,
denovo587,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinopsis, s__Coprinopsis acuminata
denovo588,k__Fungi,,,,,,
denovo589,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Trechisporales, f__Hydnodontaceae, g__Trechispora, s__Trechispora cohaerens
denovo590,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo591,k__Fungi,,,,,,
denovo592,k__Fungi,,,,,,
denovo593,k__Fungi,,,,,,
denovo594,k__Fungi, p__Ascomycota,,,,,
denovo595,k__Fungi,,,,,,
denovo596,k__Fungi,,,,,,
denovo597,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Incertae sedis, f__Plectosphaerellaceae, g__Lectera, s__Lectera longa
denovo598,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo599,k__Fungi,,,,,,
denovo600,k__Fungi,,,,,,
denovo601,k__Fungi,,,,,,
denovo602,k__Fungi,,,,,,
denovo603,k__Fungi,,,,,,
denovo604,k__Fungi,,,,,,
denovo605,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales,,,
denovo606,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo607,k__Fungi,,,,,,
denovo608,k__Fungi,,,,,,
denovo609,k__Fungi,,,,,,
denovo610,k__Fungi,,,,,,
denovo611,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo612,k__Fungi,,,,,,
denovo613,k__Fungi, p__Ascomycota,,,,,
denovo614,k__Fungi,,,,,,
denovo615,k__Fungi,,,,,,
denovo616,k__Fungi,,,,,,
denovo617,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo618,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo619,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales,,,
denovo620,k__Fungi,,,,,,
denovo621,k__Fungi,,,,,,
denovo622,k__Fungi,,,,,,
denovo623,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Hymenochaetaceae, g__Coltricia, s__Coltricia cinnamomea
denovo624,k__Fungi,,,,,,
denovo625,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella,
denovo626,k__Fungi,,,,,,
denovo627,k__Fungi,,,,,,
denovo628,k__Fungi,,,,,,
denovo629,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Agaricaceae, g__Vascellum, s__Vascellum sp NY_2013a
denovo630,k__Fungi,,,,,,
denovo631,k__Fungi,,,,,,
denovo632,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo633,k__Fungi, p__Ascomycota,,,,,
denovo634,k__Fungi,,,,,,
denovo635,k__Fungi,,,,,,
denovo636,k__Fungi,,,,,,
denovo637,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo638,k__Fungi,,,,,,
denovo639,k__Fungi,,,,,,
denovo640,k__Fungi,,,,,,
denovo641,k__Fungi,,,,,,
denovo642,k__Fungi,,,,,,
denovo643,k__Fungi,,,,,,
denovo644,k__Fungi,,,,,,
denovo645,k__Fungi,,,,,,
denovo646,k__Fungi,,,,,,
denovo647,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo648,k__Fungi,,,,,,
denovo649,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo650,k__Fungi,,,,,,
denovo651,k__Fungi,,,,,,
denovo652,k__Fungi,,,,,,
denovo653,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo654,k__Fungi,,,,,,
denovo655,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo656,k__Fungi,,,,,,
denovo657,k__Fungi,,,,,,
denovo658,k__Fungi,,,,,,
denovo659,k__Fungi,,,,,,
denovo660,k__Fungi, p__Ascomycota,,,,,
denovo661,k__Fungi,,,,,,
denovo662,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Lipomycetaceae, g__Lipomyces, s__Lipomyces sp
denovo663,k__Fungi,,,,,,
denovo664,k__Fungi,,,,,,
denovo665,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo666,k__Fungi,,,,,,
denovo667,k__Fungi,,,,,,
denovo668,k__Fungi,,,,,,
denovo669,k__Fungi,,,,,,
denovo670,k__Fungi,,,,,,
denovo671,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo672,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis, g__Cryptococcus, s__Cryptococcus podzolicus
denovo673,k__Fungi, p__Ascomycota,,,,,
denovo674,k__Fungi,,,,,,
denovo675,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo676,k__Fungi,,,,,,
denovo677,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo678,k__Fungi,,,,,,
denovo679,k__Fungi,,,,,,
denovo680,k__Fungi,,,,,,
denovo681,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus, s__Paxillus involutus
denovo682,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Tricholomataceae, g__Tricholoma,
denovo683,k__Fungi,,,,,,
denovo684,k__Fungi,,,,,,
denovo685,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo686,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella,
denovo687,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus,
denovo688,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo689,k__Fungi,,,,,,
denovo690,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae,,
denovo691,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Chaetothyriales, f__Herpotrichiellaceae, g__Exophiala, s__Exophiala alcalophila
denovo692,k__Fungi,,,,,,
denovo693,k__Fungi,,,,,,
denovo694,k__Fungi,,,,,,
denovo695,k__Fungi,,,,,,
denovo696,k__Fungi,,,,,,
denovo697,k__Fungi,,,,,,
denovo698,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Endogonales, f__Endogonaceae, g__Endogone, s__Endogone pisiformis
denovo699,k__Fungi,,,,,,
denovo700,k__Fungi,,,,,,
denovo701,k__Fungi,,,,,,
denovo702,k__Fungi,,,,,,
denovo703,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae, g__Laccaria,
denovo704,k__Fungi,,,,,,
denovo705,k__Fungi,,,,,,
denovo706,k__Fungi,,,,,,
denovo707,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo708,k__Fungi,,,,,,
denovo709,k__Fungi,,,,,,
denovo710,k__Fungi,,,,,,
denovo711,k__Fungi,,,,,,
denovo712,k__Fungi,,,,,,
denovo713,k__Fungi, p__Ascomycota, c__Leotiomycetes,,,,
denovo714,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__Pseudotomentella, s__Pseudotomentella atrofusca
denovo715,k__Fungi,,,,,,
denovo716,k__Fungi,,,,,,
denovo717,k__Fungi, p__Ascomycota,,,,,
denovo718,k__Fungi,,,,,,
denovo719,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Filobasidiales, f__Filobasidiaceae, g__Cryptococcus, s__Cryptococcus terricola
denovo720,k__Fungi, p__Ascomycota, c__Sordariomycetes,,,,
denovo721,k__Fungi,,,,,,
denovo722,k__Fungi,,,,,,
denovo723,k__Fungi,,,,,,
denovo724,k__Fungi,,,,,,
denovo725,k__Fungi,,,,,,
denovo726,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella,
denovo727,k__Fungi,,,,,,
denovo728,k__Fungi,,,,,,
denovo729,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Stropharia,
denovo730,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Inocybaceae, g__Crepidotus, s__Crepidotus sp
denovo731,k__Fungi,,,,,,
denovo732,k__Fungi,,,,,,
denovo733,k__Fungi,,,,,,
denovo734,k__Fungi,,,,,,
denovo735,k__Fungi,,,,,,
denovo736,k__Fungi,,,,,,
denovo737,k__Fungi,,,,,,
denovo738,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Paraglomerales, f__Paraglomeraceae, g__Paraglomus, s__Paraglomus laccatum
denovo739,k__Fungi,,,,,,
denovo740,k__Fungi,,,,,,
denovo741,k__Fungi,,,,,,
denovo742,k__Fungi,,,,,,
denovo743,k__Fungi,,,,,,
denovo744,k__Fungi,,,,,,
denovo745,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Agaricaceae,,
denovo746,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo747,k__Fungi,,,,,,
denovo748,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella,
denovo749,k__Fungi,,,,,,
denovo750,k__Fungi, p__Ascomycota, c__Leotiomycetes,,,,
denovo751,k__Fungi,,,,,,
denovo752,k__Fungi,,,,,,
denovo753,k__Fungi,,,,,,
denovo754,k__Fungi,,,,,,
denovo755,k__Fungi,,,,,,
denovo756,k__Fungi,,,,,,
denovo757,k__Fungi,,,,,,
denovo758,k__Fungi,,,,,,
denovo759,k__Fungi,,,,,,
denovo760,k__Fungi,,,,,,
denovo761,k__Fungi,,,,,,
denovo762,k__Fungi,,,,,,
denovo763,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo764,k__Fungi,,,,,,
denovo765,k__Fungi,,,,,,
denovo766,k__Fungi,,,,,,
denovo767,k__Fungi,,,,,,
denovo768,k__Fungi,,,,,,
denovo769,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo770,k__Fungi,,,,,,
denovo771,k__Fungi,,,,,,
denovo772,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__unidentified, s__Bionectriaceae sp
denovo773,k__Fungi,,,,,,
denovo774,k__Fungi,,,,,,
denovo775,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales, f__Phanerochaetaceae, g__Ceriporiopsis, s__Ceriporiopsis subrufa
denovo776,k__Fungi,,,,,,
denovo777,k__Fungi,,,,,,
denovo778,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo779,k__Fungi,,,,,,
denovo780,k__Fungi,,,,,,
denovo781,k__Fungi,,,,,,
denovo782,k__Fungi,,,,,,
denovo783,k__Fungi,,,,,,
denovo784,k__Fungi,,,,,,
denovo785,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus, s__Paxillus involutus
denovo786,k__Fungi,,,,,,
denovo787,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Endogonales, f__Endogonaceae, g__Endogone, s__Endogone sp 1 RG_2012
denovo788,k__Fungi,,,,,,
denovo789,k__Fungi,,,,,,
denovo790,k__Fungi,,,,,,
denovo791,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinopsis, s__Coprinopsis strossmayeri
denovo792,k__Fungi,,,,,,
denovo793,k__Fungi,,,,,,
denovo794,k__Fungi,,,,,,
denovo795,k__Fungi,,,,,,
denovo796,k__Fungi, p__Ascomycota,,,,,
denovo797,k__Fungi,,,,,,
denovo798,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Boletaceae, g__Leccinum, s__Leccinum variicolor
denovo799,k__Fungi,,,,,,
denovo800,k__Fungi,,,,,,
denovo801,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__Odontia, s__Odontia fibrosa
denovo802,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Psathyrella,
denovo803,k__Fungi,,,,,,
denovo804,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Filobasidiales, f__Filobasidiaceae, g__Cryptococcus, s__Cryptococcus terricola
denovo805,k__Fungi, p__Ascomycota, c__Incertae sedis, o__Incertae sedis, f__Incertae sedis, g__Vermispora, s__Vermispora sp AS60291
denovo806,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella,
denovo807,k__Fungi,,,,,,
denovo808,k__Fungi,,,,,,
denovo809,k__Fungi,,,,,,
denovo810,k__Fungi,,,,,,
denovo811,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo812,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Chaetothyriales,,,
denovo813,k__Fungi,,,,,,
denovo814,k__Fungi,,,,,,
denovo815,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Trichomonascaceae, g__Sugiyamaella, s__Sugiyamaella paludigena
denovo816,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo817,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Hebeloma,
denovo818,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Incertae sedis, g__Letendraea, s__Letendraea sp
denovo819,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo820,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo821,k__Fungi,,,,,,
denovo822,k__Fungi,,,,,,
denovo823,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo824,k__Fungi, p__Ascomycota,,,,,
denovo825,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo826,k__Fungi,,,,,,
denovo827,k__Fungi,,,,,,
denovo828,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo829,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Lyophyllaceae, g__Tephrocybe, s__Tephrocybe palustris
denovo830,k__Fungi,,,,,,
denovo831,k__Fungi,,,,,,
denovo832,k__Fungi,,,,,,
denovo833,k__Fungi,,,,,,
denovo834,k__Fungi,,,,,,
denovo835,k__Fungi,,,,,,
denovo836,k__Fungi,,,,,,
denovo837,k__Fungi,,,,,,
denovo838,k__Fungi,,,,,,
denovo839,k__Fungi,,,,,,
denovo840,k__Fungi,,,,,,
denovo841,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Geoglossales, f__Geoglossaceae, g__Sarcoleotia, s__Sarcoleotia turficola
denovo842,k__Fungi,,,,,,
denovo843,k__Fungi,,,,,,
denovo844,k__Fungi,,,,,,
denovo845,k__Fungi,,,,,,
denovo846,k__Fungi,,,,,,
denovo847,k__Fungi,,,,,,
denovo848,k__Fungi,,,,,,
denovo849,k__Fungi,,,,,,
denovo850,k__Fungi,,,,,,
denovo851,k__Fungi,,,,,,
denovo852,k__Fungi, p__Chytridiomycota, c__Chytridiomycetes, o__Rhizophlyctidales, f__Rhizophlyctidaceae, g__Rhizophlyctis, s__Rhizophlyctis rosea
denovo853,k__Fungi, p__Ascomycota,,,,,
denovo854,k__Fungi,,,,,,
denovo855,k__Fungi,,,,,,
denovo856,k__Fungi,,,,,,
denovo857,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo858,k__Fungi,,,,,,
denovo859,k__Fungi,,,,,,
denovo860,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo861,k__Fungi,,,,,,
denovo862,k__Fungi,,,,,,
denovo863,k__Fungi,,,,,,
denovo864,k__Fungi,,,,,,
denovo865,k__Fungi,,,,,,
denovo866,k__Fungi,,,,,,
denovo867,k__Fungi,,,,,,
denovo868,k__Fungi,,,,,,
denovo869,k__Fungi,,,,,,
denovo870,k__Fungi,,,,,,
denovo871,k__Fungi,,,,,,
denovo872,k__Fungi,,,,,,
